RecordKey	RecordDate	InvoiceID	Quantity	UnitPrice	TaxRate	TaxAmount	LineProfit	ExtendedPrice	TotalDryItems	TotalChillerItems	Package	Description	ValidFrom	ValidTo
9178:Pack of 12 action figures (variety)	27/06/2013 00:00	9178	2	16	15	4.8	21	36.8	2	0	Packet	Pack of 12 action figures (variety)		
9179:Superhero action jacket (Blue) 4XL	27/06/2013 00:00	9179	8	34	15	40.8	80	312.8	8	0	Each	Superhero action jacket (Blue) 4XL		
9179:USB food flash drive - sushi roll	27/06/2013 00:00	9179	5	32	15	24	100	184	5	0	Each	USB food flash drive - sushi roll		
"9180:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	27/06/2013 00:00	9180	72	18	15	194.4	684	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9180:Furry gorilla with big eyes slippers (Black) S	27/06/2013 00:00	9180	6	32	15	28.8	144	220.8	6	0	Each	Furry gorilla with big eyes slippers (Black) S		
9180:RC toy sedan car with remote control (Pink) 1/50 scale	27/06/2013 00:00	9180	7	25	15	26.25	87.5	201.25	7	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9180:Ride on toy sedan car (Yellow) 1/12 scale	27/06/2013 00:00	9180	1	230	15	34.5	85	264.5	1	0	Each	Ride on toy sedan car (Yellow) 1/12 scale		
9180:Ride on vintage American toy coupe (Red) 1/12 scale	27/06/2013 00:00	9180	1	285	15	42.75	130	327.75	1	0	Each	Ride on vintage American toy coupe (Red) 1/12 scale		
9181:Animal with big feet slippers (Brown) S	27/06/2013 00:00	9181	1	32	15	4.8	24	36.8	1	0	Each	Animal with big feet slippers (Brown) S		
9181:Halloween zombie mask (Light Brown) M	27/06/2013 00:00	9181	48	18	15	129.6	-48	993.6	48	0	Each	Halloween zombie mask (Light Brown) M		
9182:Packing knife with metal insert blade (Yellow) 9mm	27/06/2013 00:00	9182	35	1.89	15	9.92	34.65	76.07	35	0	Each	Packing knife with metal insert blade (Yellow) 9mm		
9182:Shipping carton (Brown) 457x279x279mm	27/06/2013 00:00	9182	175	1.28	15	33.6	119	257.6	175	0	Each	Shipping carton (Brown) 457x279x279mm		
9183:Animal with big feet slippers (Brown) XL	27/06/2013 00:00	9183	5	32	15	24	117.5	184	5	0	Each	Animal with big feet slippers (Brown) XL		
9183:Permanent marker red 5mm nib (Red) 5mm	27/06/2013 00:00	9183	96	2.7	15	38.88	96	298.08	96	0	Each	Permanent marker red 5mm nib (Red) 5mm		
9183:Red and white urgent  heavy despatch tape  48mmx100m	27/06/2013 00:00	9183	48	4.1	15	29.52	98.4	226.32	48	0	Each	Red and white urgent  heavy despatch tape  48mmx100m		
9183:Superhero action jacket (Blue) 3XS	27/06/2013 00:00	9183	2	25	15	7.5	12	57.5	2	0	Each	Superhero action jacket (Blue) 3XS		
9183:USB food flash drive - dim sum 10 drive variety pack	27/06/2013 00:00	9183	1	240	15	36	151.5	276	1	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9184:Black and orange fragile despatch tape 48mmx75m	27/06/2013 00:00	9184	144	3.7	15	79.92	273.6	612.72	144	0	Each	Black and orange fragile despatch tape 48mmx75m		
9184:Black and yellow heavy despatch tape 48mmx100m	27/06/2013 00:00	9184	192	4.1	15	118.08	326.4	905.28	192	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9184:Furry animal socks (Pink) S	27/06/2013 00:00	9184	48	5	15	36	168	276	48	0	Pair	Furry animal socks (Pink) S		
9184:Halloween zombie mask (Light Brown) S	27/06/2013 00:00	9184	120	18	15	324	-120	2484	120	0	Each	Halloween zombie mask (Light Brown) S		
9184:USB food flash drive - hamburger	27/06/2013 00:00	9184	8	32	15	38.4	160	294.4	8	0	Each	USB food flash drive - hamburger		
9185:Developer joke mug - old C developers never die (White)	27/06/2013 00:00	9185	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - old C developers never die (White)		
9185:Ogre battery-powered slippers (Green) L	27/06/2013 00:00	9185	7	32	15	33.6	168	257.6	7	0	Each	Ogre battery-powered slippers (Green) L		
9185:Ride on toy sedan car (Pink) 1/12 scale	27/06/2013 00:00	9185	6	230	15	207	510	1587	6	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9185:Superhero action jacket (Blue) XS	27/06/2013 00:00	9185	10	25	15	37.5	60	287.5	10	0	Each	Superhero action jacket (Blue) XS		
9185:USB food flash drive - sushi roll	27/06/2013 00:00	9185	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - sushi roll		
9186:Air cushion film 200mmx100mm 325m	27/06/2013 00:00	9186	8	87	15	104.4	416	800.4	8	0	Each	Air cushion film 200mmx100mm 325m		
9186:Black and orange glass with care despatch tape  48mmx100m	27/06/2013 00:00	9186	96	4.1	15	59.04	201.6	452.64	96	0	Each	Black and orange glass with care despatch tape  48mmx100m		
9186:Black and yellow heavy despatch tape  48mmx75m	27/06/2013 00:00	9186	24	3.7	15	13.32	52.8	102.12	24	0	Each	Black and yellow heavy despatch tape  48mmx75m		
9186:Halloween zombie mask (Light Brown) M	27/06/2013 00:00	9186	12	18	15	32.4	-12	248.4	12	0	Each	Halloween zombie mask (Light Brown) M		
9187:3 kg Courier post bag (White) 300x190x95mm	27/06/2013 00:00	9187	175	0.66	15	17.33	52.5	132.83	175	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9187:32 mm Anti static bubble wrap (Blue) 20m	27/06/2013 00:00	9187	100	48	15	720	2500	5520	100	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9187:Developer joke mug - there are 10 types of people in the world (White)	27/06/2013 00:00	9187	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9187:Halloween zombie mask (Light Brown) L	27/06/2013 00:00	9187	60	18	15	162	-60	1242	60	0	Each	Halloween zombie mask (Light Brown) L		
9187:Superhero action jacket (Blue) M	27/06/2013 00:00	9187	5	30	15	22.5	40	172.5	5	0	Each	Superhero action jacket (Blue) M		
9188:10 mm Double sided bubble wrap 20m	27/06/2013 00:00	9188	100	30	15	450	1600	3450	100	0	Each	10 mm Double sided bubble wrap 20m		
9188:Express post box 5kg (White) 350x280x130mm	27/06/2013 00:00	9188	225	0.95	15	32.06	112.5	245.81	225	0	Each	Express post box 5kg (White) 350x280x130mm		
9188:Halloween zombie mask (Light Brown) S	27/06/2013 00:00	9188	36	18	15	97.2	-36	745.2	36	0	Each	Halloween zombie mask (Light Brown) S		
9188:Plush shark slippers (Gray) S	27/06/2013 00:00	9188	9	32	15	43.2	216	331.2	9	0	Each	Plush shark slippers (Gray) S		
9188:Small 9mm replacement blades 9mm	27/06/2013 00:00	9188	100	4.1	15	61.5	150	471.5	100	0	Each	Small 9mm replacement blades 9mm		
"9189:""The Gu"" red shirt XML tag t-shirt (Black) XS"	27/06/2013 00:00	9189	120	18	15	324	1320	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XS"		
9189:Ride on toy sedan car (Blue) 1/12 scale	27/06/2013 00:00	9189	7	230	15	241.5	595	1851.5	7	0	Each	Ride on toy sedan car (Blue) 1/12 scale		
9190:Ogre battery-powered slippers (Green) M	27/06/2013 00:00	9190	5	32	15	24	120	184	5	0	Each	Ogre battery-powered slippers (Green) M		
9190:Ride on toy sedan car (Pink) 1/12 scale	27/06/2013 00:00	9190	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9190:USB food flash drive - dim sum 10 drive variety pack	27/06/2013 00:00	9190	6	240	15	216	909	1656	6	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9190:USB food flash drive - hamburger	27/06/2013 00:00	9190	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - hamburger		
9191:Dinosaur battery-powered slippers (Green) S	27/06/2013 00:00	9191	1	32	15	4.8	24	36.8	1	0	Each	Dinosaur battery-powered slippers (Green) S		
9192:Bubblewrap dispenser (Black) 1.5m	27/06/2013 00:00	9192	6	240	15	216	780	1656	6	0	Each	Bubblewrap dispenser (Black) 1.5m		
9192:Developer joke mug - understanding recursion requires understanding recursion (White)	27/06/2013 00:00	9192	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - understanding recursion requires understanding recursion (White)		
9192:Superhero action jacket (Blue) L	27/06/2013 00:00	9192	3	30	15	13.5	24	103.5	3	0	Each	Superhero action jacket (Blue) L		
"9193:""The Gu"" red shirt XML tag t-shirt (Black) 3XS"	27/06/2013 00:00	9193	120	18	15	324	1320	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XS"		
9193:Black and yellow heavy despatch tape 48mmx100m	27/06/2013 00:00	9193	216	4.1	15	132.84	367.2	1018.44	216	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9193:IT joke mug - hardware: part of the computer that can be kicked (Black)	27/06/2013 00:00	9193	3	13	15	5.85	25.5	44.85	3	0	Each	IT joke cup - hardware: part of the computer that can be kicked (Black)		
9193:Permanent marker black 5mm nib (Black) 5mm	27/06/2013 00:00	9193	108	2.7	15	43.74	108	335.34	108	0	Each	Permanent marker black 5mm nib (Black) 5mm		
9194:RC toy sedan car with remote control (Pink) 1/50 scale	27/06/2013 00:00	9194	5	25	15	18.75	62.5	143.75	5	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9194:Shipping carton (Brown) 457x457x457mm	27/06/2013 00:00	9194	50	2.1	15	15.75	50	120.75	50	0	Each	Shipping carton (Brown) 457x457x457mm		
9195:Bubblewrap dispenser (Black) 1.5m	27/06/2013 00:00	9195	9	240	15	324	1170	2484	9	0	Each	Bubblewrap dispenser (Black) 1.5m		
9195:Developer joke mug - Oct 31 = Dec 25 (Black)	27/06/2013 00:00	9195	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - Oct 31 = Dec 25 (Black)		
9195:Plush shark slippers (Gray) M	27/06/2013 00:00	9195	6	32	15	28.8	144	220.8	6	0	Each	Plush shark slippers (Gray) M		
9196:Medium sized bubblewrap roll 20m	27/06/2013 00:00	9196	100	20	15	300	1000	2300	100	0	Each	Medium sized bubblewrap roll 20m		
9196:Ride on toy sedan car (Pink) 1/12 scale	27/06/2013 00:00	9196	8	230	15	276	680	2116	8	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9196:USB food flash drive - dessert 10 drive variety pack	27/06/2013 00:00	9196	3	240	15	108	454.5	828	3	0	Packet	USB food flash drive - dessert 10 drive variety pack		
9197:Plush shark slippers (Gray) L	27/06/2013 00:00	9197	8	32	15	38.4	192	294.4	8	0	Each	Plush shark slippers (Gray) L		
9197:Superhero action jacket (Blue) M	27/06/2013 00:00	9197	4	30	15	18	32	138	4	0	Each	Superhero action jacket (Blue) M		
9198:Black and yellow heavy despatch tape 48mmx100m	27/06/2013 00:00	9198	168	4.1	15	103.32	285.6	792.12	168	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9198:Furry gorilla with big eyes slippers (Black) S	27/06/2013 00:00	9198	10	32	15	48	240	368	10	0	Each	Furry gorilla with big eyes slippers (Black) S		
9198:Ride on vintage American toy coupe (Black) 1/12 scale	27/06/2013 00:00	9198	2	285	15	85.5	260	655.5	2	0	Each	Ride on vintage American toy coupe (Black) 1/12 scale		
9198:USB food flash drive - shrimp cocktail	27/06/2013 00:00	9198	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - shrimp cocktail		
9199:Alien officer hoodie (Black) 3XL	27/06/2013 00:00	9199	9	35	15	47.25	162	362.25	9	0	Each	Alien officer hoodie (Black) 3XL		
9199:DBA joke mug - two types of DBAs (Black)	27/06/2013 00:00	9199	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - two types of DBAs (Black)		
9200:Black and orange handle with care despatch tape  48mmx75m	27/06/2013 00:00	9200	144	3.7	15	79.92	345.6	612.72	144	0	Each	Black and orange handle with care despatch tape  48mmx75m		
9200:DBA joke mug - I will get you in order (White)	27/06/2013 00:00	9200	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - I will get you in order (White)		
"9201:""The Gu"" red shirt XML tag t-shirt (White) 3XL"	27/06/2013 00:00	9201	108	18	15	291.6	1080	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XL"		
9201:Bubblewrap dispenser (Blue) 1.5m	27/06/2013 00:00	9201	6	240	15	216	780	1656	6	0	Each	Bubblewrap dispenser (Blue) 1.5m		
9201:Developer joke mug - there are 10 types of people in the world (Black)	27/06/2013 00:00	9201	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - there are 10 types of people in the world (Black)		
9201:Developer joke mug - understanding recursion requires understanding recursion (Black)	27/06/2013 00:00	9201	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - understanding recursion requires understanding recursion (Black)		
9201:Shipping carton (Brown) 500x310x310mm	27/06/2013 00:00	9201	25	2.55	15	9.56	36.25	73.31	25	0	Each	Shipping carton (Brown) 500x310x310mm		
9202:DBA joke mug - two types of DBAs (White)	27/06/2013 00:00	9202	2	13	15	3.9	17	29.9	2	0	Each	DBA joke cup - two types of DBAs (White)		
"9202:Developer joke mug - (hip, hip, array) (White)"	27/06/2013 00:00	9202	3	13	15	5.85	25.5	44.85	3	0	Each	"Developer joke cup - (hip, hip, array) (White)"		
9202:Developer joke mug - old C developers never die (Black)	27/06/2013 00:00	9202	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - old C developers never die (Black)		
9203:DBA joke mug - SELECT caffeine FROM mug (Black)	27/06/2013 00:00	9203	3	13	15	5.85	25.5	44.85	3	0	Each	DBA joke cup - SELECT caffeine FROM cup (Black)		
9203:IT joke mug - keyboard not found … press F1 to continue (White)	27/06/2013 00:00	9203	1	13	15	1.95	8.5	14.95	1	0	Each	IT joke cup - keyboard not found … press F1 to continue (White)		
9203:Office cube periscope (Black)	27/06/2013 00:00	9203	70	18.5	15	194.25	507.5	1489.25	70	0	Each	Office cube periscope (Black)		
9203:Plush shark slippers (Gray) M	27/06/2013 00:00	9203	1	32	15	4.8	24	36.8	1	0	Each	Plush shark slippers (Gray) M		
9204:Large  replacement blades 18mm	27/06/2013 00:00	9204	60	4.3	15	38.7	135	296.7	60	0	Each	Large  replacement blades 18mm		
9204:Packing knife with metal insert blade (Yellow) 9mm	27/06/2013 00:00	9204	35	1.89	15	9.92	34.65	76.07	35	0	Each	Packing knife with metal insert blade (Yellow) 9mm		
9205:3 kg Courier post bag (White) 300x190x95mm	27/06/2013 00:00	9205	150	0.66	15	14.85	45	113.85	150	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9205:32 mm Anti static bubble wrap (Blue) 50m	27/06/2013 00:00	9205	80	105	15	1260	4640	9660	80	0	Each	32 mm Anti static bubble wrap (Blue) 50m		
9205:Halloween zombie mask (Light Brown) S	27/06/2013 00:00	9205	48	18	15	129.6	-48	993.6	48	0	Each	Halloween zombie mask (Light Brown) S		
"9206:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	27/06/2013 00:00	9206	60	18	15	162	660	1242	60	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
9206:32 mm Anti static bubble wrap (Blue) 20m	27/06/2013 00:00	9206	70	48	15	504	1750	3864	70	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9206:Office cube periscope (Black)	27/06/2013 00:00	9206	70	18.5	15	194.25	507.5	1489.25	70	0	Each	Office cube periscope (Black)		
9206:Shipping carton (Brown) 457x279x279mm	27/06/2013 00:00	9206	50	1.28	15	9.6	34	73.6	50	0	Each	Shipping carton (Brown) 457x279x279mm		
9206:USB missile launcher (Green)	27/06/2013 00:00	9206	6	25	15	22.5	93	172.5	6	0	Each	USB missile launcher (Green)		
9207:10 mm Double sided bubble wrap 20m	27/06/2013 00:00	9207	40	30	15	180	640	1380	40	0	Each	10 mm Double sided bubble wrap 20m		
9207:DBA joke mug - two types of DBAs (Black)	27/06/2013 00:00	9207	9	13	15	17.55	76.5	134.55	9	0	Each	DBA joke cup - two types of DBAs (Black)		
9208:Permanent marker red 5mm nib (Red) 5mm	27/06/2013 00:00	9208	24	2.7	15	9.72	24	74.52	24	0	Each	Permanent marker red 5mm nib (Red) 5mm		
9208:RC toy sedan car with remote control (Blue) 1/50 scale	27/06/2013 00:00	9208	10	25	15	37.5	125	287.5	10	0	Each	RC toy sedan car with remote control (Blue) 1/50 scale		
9208:Ride on toy sedan car (Yellow) 1/12 scale	27/06/2013 00:00	9208	10	230	15	345	850	2645	10	0	Each	Ride on toy sedan car (Yellow) 1/12 scale		
"9209:""The Gu"" red shirt XML tag t-shirt (White) L"	27/06/2013 00:00	9209	48	18	15	129.6	528	993.6	48	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) L"		
9209:20 mm Anti static bubble wrap (Blue) 10m	27/06/2013 00:00	9209	10	29	15	43.5	170	333.5	10	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9210:Developer joke mug - old C developers never die (Black)	27/06/2013 00:00	9210	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - old C developers never die (Black)		
9210:Developer joke mug - that's a hardware problem (White)	27/06/2013 00:00	9210	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - that's a hardware problem (White)		
9210:Large  replacement blades 18mm	27/06/2013 00:00	9210	60	4.3	15	38.7	135	296.7	60	0	Each	Large  replacement blades 18mm		
9210:USB food flash drive - hot dog	27/06/2013 00:00	9210	8	32	15	38.4	160	294.4	8	0	Each	USB food flash drive - hot dog		
9211:Air cushion film 200mmx200mm 325m	27/06/2013 00:00	9211	4	90	15	54	144	414	4	0	Each	Air cushion film 200mmx200mm 325m		
9211:Developer joke mug - Oct 31 = Dec 25 (White)	27/06/2013 00:00	9211	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
9211:Ogre battery-powered slippers (Green) S	27/06/2013 00:00	9211	5	32	15	24	120	184	5	0	Each	Ogre battery-powered slippers (Green) S		
9211:Plush shark slippers (Gray) L	27/06/2013 00:00	9211	3	32	15	14.4	72	110.4	3	0	Each	Plush shark slippers (Gray) L		
9211:Shipping carton (Brown) 457x457x457mm	27/06/2013 00:00	9211	175	2.1	15	55.13	175	422.63	175	0	Each	Shipping carton (Brown) 457x457x457mm		
9212:Permanent marker red 5mm nib (Red) 5mm	27/06/2013 00:00	9212	96	2.7	15	38.88	96	298.08	96	0	Each	Permanent marker red 5mm nib (Red) 5mm		
9213:Developer joke mug - old C developers never die (Black)	27/06/2013 00:00	9213	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - old C developers never die (Black)		
9213:Developer joke mug - when your hammer is C++ (Black)	27/06/2013 00:00	9213	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - when your hammer is C++ (Black)		
9214:Black and yellow heavy despatch tape  48mmx75m	27/06/2013 00:00	9214	192	3.7	15	106.56	422.4	816.96	192	0	Each	Black and yellow heavy despatch tape  48mmx75m		
9214:Developer joke mug - Oct 31 = Dec 25 (White)	27/06/2013 00:00	9214	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
9214:Developer joke mug - old C developers never die (Black)	27/06/2013 00:00	9214	8	13	15	15.6	68	119.6	8	0	Each	Developer joke cup - old C developers never die (Black)		
9214:Pack of 12 action figures (female)	27/06/2013 00:00	9214	6	16	15	14.4	63	110.4	6	0	Packet	Pack of 12 action figures (female)		
9215:Animal with big feet slippers (Brown) S	27/06/2013 00:00	9215	1	32	15	4.8	24	36.8	1	0	Each	Animal with big feet slippers (Brown) S		
9215:Black and orange fragile despatch tape 48mmx75m	27/06/2013 00:00	9215	324	3.7	15	179.82	615.6	1378.62	324	0	Each	Black and orange fragile despatch tape 48mmx75m		
9215:Black and orange this way up despatch tape  48mmx100m	27/06/2013 00:00	9215	96	4.1	15	59.04	206.4	452.64	96	0	Each	Black and orange this way up despatch tape  48mmx100m		
9215:Furry gorilla with big eyes slippers (Black) S	27/06/2013 00:00	9215	10	32	15	48	240	368	10	0	Each	Furry gorilla with big eyes slippers (Black) S		
9215:USB rocket launcher (Gray)	27/06/2013 00:00	9215	10	25	15	37.5	155	287.5	10	0	Each	USB rocket launcher (Gray)		
"9216:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	27/06/2013 00:00	9216	96	18	15	259.2	912	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9216:32 mm Double sided bubble wrap 50m	27/06/2013 00:00	9216	80	112	15	1344	4240	10304	80	0	Each	32 mm Double sided bubble wrap 50m		
9216:Black and orange handle with care despatch tape  48mmx100m	27/06/2013 00:00	9216	144	4.1	15	88.56	302.4	678.96	144	0	Each	Black and orange handle with care despatch tape  48mmx100m		
9216:DBA joke mug - I will get you in order (White)	27/06/2013 00:00	9216	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - I will get you in order (White)		
9217:Plush shark slippers (Gray) XL	27/06/2013 00:00	9217	6	32	15	28.8	141	220.8	6	0	Each	Plush shark slippers (Gray) XL		
9217:USB food flash drive - banana	27/06/2013 00:00	9217	2	32	15	9.6	40	73.6	2	0	Each	USB food flash drive - banana		
9218:IT joke mug - hardware: part of the computer that can be kicked (Black)	27/06/2013 00:00	9218	7	13	15	13.65	59.5	104.65	7	0	Each	IT joke cup - hardware: part of the computer that can be kicked (Black)		
9218:Shipping carton (Brown) 480x270x320mm	27/06/2013 00:00	9218	250	2.74	15	102.75	385	787.75	250	0	Each	Shipping carton (Brown) 480x270x320mm		
"9219:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	27/06/2013 00:00	9219	72	18	15	194.4	792	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9219:Developer joke mug - fun was unexpected at this time (Black)	27/06/2013 00:00	9219	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - fun was unexpected at this time (Black)		
9219:Developer joke mug - fun was unexpected at this time (White)	27/06/2013 00:00	9219	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - fun was unexpected at this time (White)		
9219:Superhero action jacket (Blue) M	27/06/2013 00:00	9219	9	30	15	40.5	72	310.5	9	0	Each	Superhero action jacket (Blue) M		
